# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.543368530273437500e+01 6.319463253021240234e-02 7.065172791481018066e-01 1.443284451961517334e-01 1.808882522583007812e+01 6.319463253021240234e-02 7.065172791481018066e-01 1.443284451961517334e-01 1.272164225578308105e+00
1.000000000000000000e+03 1.324420981109142303e-02 1.157819526270031929e-03 5.603739991784095764e-04 8.882975089363753796e-04 7.656954694539308548e-03 1.157819526270031929e-03 5.603739991784095764e-04 8.882975089363753796e-04 4.953147843480110168e-02
2.000000000000000000e+03 6.278947927057743073e-03 6.596086896024644375e-04 1.727527705952525139e-04 5.597082199528813362e-04 3.445710986852645874e-03 6.596086896024644375e-04 1.727527705952525139e-04 5.597082199528813362e-04 4.626316577196121216e-02
3.000000000000000000e+03 8.919225074350833893e-04 2.061060658888891339e-04 7.829178503016009927e-05 2.699886390473693609e-04 1.508882618509232998e-03 2.061060658888891339e-04 7.829178503016009927e-05 2.699886390473693609e-04 2.986343763768672943e-02
4.000000000000000000e+03 1.196436351165175438e-03 1.643058785703033209e-04 8.215838170144706964e-05 1.055512111634016037e-04 7.475256570614874363e-04 1.643058785703033209e-04 8.215838170144706964e-05 1.055512111634016037e-04 3.221258148550987244e-02
5.000000000000000000e+03 3.869920910801738501e-04 3.254376133554615080e-05 5.508984759217128158e-05 5.729806798626668751e-05 1.014681765809655190e-03 3.254376133554615080e-05 5.508984759217128158e-05 5.729806798626668751e-05 2.698744647204875946e-02
6.000000000000000000e+03 1.847320469096302986e-03 2.121389406966045499e-04 1.689197088126093149e-04 2.968533081002533436e-04 2.270396333187818527e-03 2.121389406966045499e-04 1.689197088126093149e-04 2.968533081002533436e-04 4.849946126341819763e-02
7.000000000000000000e+03 4.213367064949125051e-04 7.900825585238635540e-05 4.996451389160938561e-05 8.315014565596356988e-05 1.679365173913538456e-03 7.900825585238635540e-05 4.996451389160938561e-05 8.315014565596356988e-05 2.206376194953918457e-02
8.000000000000000000e+03 7.741831359453499317e-04 6.242386007215827703e-05 2.266281808260828257e-05 5.840058292960748076e-05 3.253795905038714409e-03 6.242386007215827703e-05 2.266281808260828257e-05 5.840058292960748076e-05 2.266994304955005646e-02
9.000000000000000000e+03 6.886185612529516220e-03 6.101360195316374302e-04 9.348274033982306719e-05 7.193668279796838760e-04 9.926624596118927002e-03 6.101360195316374302e-04 9.348274033982306719e-05 7.193668279796838760e-04 5.249045044183731079e-02
1.000000000000000000e+04 1.518805278465151787e-03 1.109469376388005912e-04 6.438456330215558410e-05 5.579183925874531269e-05 4.066464025527238846e-03 1.109469376388005912e-04 6.438456330215558410e-05 5.579183925874531269e-05 2.513639442622661591e-02
1.100000000000000000e+04 1.514274161309003830e-03 1.184658831334672868e-04 5.504234650288708508e-05 1.404445065418258309e-04 6.810930557548999786e-03 1.184658831334672868e-04 5.504234650288708508e-05 1.404445065418258309e-04 2.827594242990016937e-02
1.200000000000000000e+04 3.236633492633700371e-04 4.189587343716993928e-06 2.317897451575845480e-05 1.215936481457902119e-05 6.441464181989431381e-03 4.189587343716993928e-06 2.317897451575845480e-05 1.215936481457902119e-05 1.155214756727218628e-02
1.300000000000000000e+04 4.733545647468417883e-04 2.268266325700096786e-05 2.656663673406001180e-05 3.256976197008043528e-05 8.343470282852649689e-03 2.268266325700096786e-05 2.656663673406001180e-05 3.256976197008043528e-05 1.800383627414703369e-02
1.400000000000000000e+04 6.314207799732685089e-03 1.578603551024571061e-04 3.053293767152354121e-05 8.548917685402557254e-05 1.905130408704280853e-02 1.578603551024571061e-04 3.053293767152354121e-05 8.548917685402557254e-05 2.123307809233665466e-02
1.500000000000000000e+04 3.058388538192957640e-04 4.278098640497773886e-05 1.838632670114748180e-05 4.095049371244385839e-05 8.904659189283847809e-03 4.278098640497773886e-05 1.838632670114748180e-05 4.095049371244385839e-05 1.351529546082019806e-02
1.600000000000000000e+04 2.662736456841230392e-03 5.229896632954478264e-04 1.048012200044468045e-04 4.982046084478497505e-04 8.851040154695510864e-03 5.229896632954478264e-04 1.048012200044468045e-04 4.982046084478497505e-04 4.212827235460281372e-02
1.700000000000000000e+04 1.100089401006698608e-02 5.569999921135604382e-04 1.724070316413417459e-04 1.816113945096731186e-04 1.695963367819786072e-02 5.569999921135604382e-04 1.724070316413417459e-04 1.816113945096731186e-04 3.276819735765457153e-02
1.800000000000000000e+04 3.888506034854799509e-04 8.403893298236653209e-05 2.687672895262949169e-05 7.915811875136569142e-05 1.087500154972076416e-02 8.403893298236653209e-05 2.687672895262949169e-05 7.915811875136569142e-05 1.685601845383644104e-02
1.900000000000000000e+04 6.216730689629912376e-04 8.322847133968025446e-05 2.611354648252017796e-05 6.924512854311615229e-05 1.177970878779888153e-02 8.322847133968025446e-05 2.611354648252017796e-05 6.924512854311615229e-05 1.645843125879764557e-02
2.000000000000000000e+04 7.046964950859546661e-03 1.810601388569921255e-04 1.133574623963795602e-04 4.426609302754513919e-05 1.955769956111907959e-02 1.810601388569921255e-04 1.133574623963795602e-04 4.426609302754513919e-05 2.242287993431091309e-02
2.100000000000000000e+04 2.021867083385586739e-03 2.314273297088220716e-05 8.607128984294831753e-05 4.661747152567841113e-05 1.657670550048351288e-02 2.314273297088220716e-05 8.607128984294831753e-05 4.661747152567841113e-05 1.534908637404441833e-02
