# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 8.901148289442062378e-02 1.138741895556449890e-01 6.949369609355926514e-02 6.400000000000000000e+01 4.900000000000000000e+01 7.290000000000000000e+02 3.289576721191406250e+01 4.058730697631835938e+01 2.617494506835937500e+02 8.901148289442062378e-02 1.138741895556449890e-01 6.949369609355926514e-02 6.400000000000000000e+01 4.900000000000000000e+01 7.290000000000000000e+02 3.289576721191406250e+01 4.058730697631835938e+01 2.617494506835937500e+02
1.000000000000000000e+03 5.695610523223876953e+00 2.750736236572265625e+00 3.154710769653320312e+00 3.067742538452148438e+01 9.067485734703950584e-06 1.892592430114746094e+00 3.304291915893554688e+01 7.721174716949462891e+00 9.766733169555664062e+00 5.695610523223876953e+00 2.750736236572265625e+00 3.154710769653320312e+00 3.067742538452148438e+01 9.067485734703950584e-06 1.892592430114746094e+00 3.304291915893554688e+01 7.721174716949462891e+00 9.766733169555664062e+00
2.000000000000000000e+03 9.228105545043945312e+00 1.961468338966369629e+00 1.300585031509399414e+00 1.805085754394531250e+01 3.322840034961700439e-01 1.630584001541137695e+00 3.298271560668945312e+01 1.418732070922851562e+01 4.956138134002685547e+00 9.228105545043945312e+00 1.961468338966369629e+00 1.300585031509399414e+00 1.805085754394531250e+01 3.322840034961700439e-01 1.630584001541137695e+00 3.298271560668945312e+01 1.418732070922851562e+01 4.956138134002685547e+00
3.000000000000000000e+03 8.948228836059570312e+00 1.923083066940307617e+00 9.692658782005310059e-01 1.445306491851806641e+01 3.749386370182037354e-01 1.505864262580871582e+00 3.293586349487304688e+01 1.734319496154785156e+01 3.323354721069335938e+00 8.948228836059570312e+00 1.923083066940307617e+00 9.692658782005310059e-01 1.445306491851806641e+01 3.749386370182037354e-01 1.505864262580871582e+00 3.293586349487304688e+01 1.734319496154785156e+01 3.323354721069335938e+00
4.000000000000000000e+03 8.449001312255859375e+00 2.044550180435180664e+00 8.474189639091491699e-01 1.227633953094482422e+01 3.814750611782073975e-01 1.368779659271240234e+00 3.266876220703125000e+01 1.866227722167968750e+01 2.543917894363403320e+00 8.449001312255859375e+00 2.044550180435180664e+00 8.474189639091491699e-01 1.227633953094482422e+01 3.814750611782073975e-01 1.368779659271240234e+00 3.266876220703125000e+01 1.866227722167968750e+01 2.543917894363403320e+00
5.000000000000000000e+03 8.166144371032714844e+00 2.238055229187011719e+00 6.537920236587524414e-01 1.039050483703613281e+01 3.743805885314941406e-01 1.276665329933166504e+00 3.236368179321289062e+01 1.940785598754882812e+01 2.039383888244628906e+00 8.166144371032714844e+00 2.238055229187011719e+00 6.537920236587524414e-01 1.039050483703613281e+01 3.743805885314941406e-01 1.276665329933166504e+00 3.236368179321289062e+01 1.940785598754882812e+01 2.039383888244628906e+00
6.000000000000000000e+03 7.746397495269775391e+00 2.387583732604980469e+00 4.842055141925811768e-01 8.699488639831542969e+00 3.615745902061462402e-01 1.160347342491149902e+00 3.215259170532226562e+01 1.989628219604492188e+01 1.764191627502441406e+00 7.746397495269775391e+00 2.387583732604980469e+00 4.842055141925811768e-01 8.699488639831542969e+00 3.615745902061462402e-01 1.160347342491149902e+00 3.215259170532226562e+01 1.989628219604492188e+01 1.764191627502441406e+00
7.000000000000000000e+03 7.173359870910644531e+00 2.738497972488403320e+00 3.636716306209564209e-01 7.238616943359375000e+00 3.424024879932403564e-01 1.025281429290771484e+00 3.154456138610839844e+01 2.004241561889648438e+01 1.710563302040100098e+00 7.173359870910644531e+00 2.738497972488403320e+00 3.636716306209564209e-01 7.238616943359375000e+00 3.424024879932403564e-01 1.025281429290771484e+00 3.154456138610839844e+01 2.004241561889648438e+01 1.710563302040100098e+00
8.000000000000000000e+03 4.360403060913085938e+00 4.889379501342773438e+00 6.957282423973083496e-01 5.695750236511230469e+00 4.171717464923858643e-01 8.261950612068176270e-01 2.386921882629394531e+01 1.877794647216796875e+01 7.632327079772949219e+00 4.360403060913085938e+00 4.889379501342773438e+00 6.957282423973083496e-01 5.695750236511230469e+00 4.171717464923858643e-01 8.261950612068176270e-01 2.386921882629394531e+01 1.877794647216796875e+01 7.632327079772949219e+00
9.000000000000000000e+03 7.296716570854187012e-01 1.737619876861572266e+00 4.665945470333099365e-01 1.668849587440490723e+00 2.625402212142944336e-01 3.760945796966552734e-02 5.086867809295654297e+00 4.867628097534179688e+00 1.175215053558349609e+01 7.296716570854187012e-01 1.737619876861572266e+00 4.665945470333099365e-01 1.668849587440490723e+00 2.625402212142944336e-01 3.760945796966552734e-02 5.086867809295654297e+00 4.867628097534179688e+00 1.175215053558349609e+01
1.000000000000000000e+04 3.528953492641448975e-01 7.869043946266174316e-01 2.906950414180755615e-01 8.389483690261840820e-01 9.358654171228408813e-02 3.220488084480166435e-03 2.301508903503417969e+00 2.220702648162841797e+00 7.932931423187255859e+00 3.528953492641448975e-01 7.869043946266174316e-01 2.906950414180755615e-01 8.389483690261840820e-01 9.358654171228408813e-02 3.220488084480166435e-03 2.301508903503417969e+00 2.220702648162841797e+00 7.932931423187255859e+00
1.100000000000000000e+04 2.168690115213394165e-01 4.633821845054626465e-01 2.195807248353958130e-01 4.369484484195709229e-01 3.706639260053634644e-02 1.570951379835605621e-02 1.371826529502868652e+00 1.398984193801879883e+00 5.087166786193847656e+00 2.168690115213394165e-01 4.633821845054626465e-01 2.195807248353958130e-01 4.369484484195709229e-01 3.706639260053634644e-02 1.570951379835605621e-02 1.371826529502868652e+00 1.398984193801879883e+00 5.087166786193847656e+00
1.200000000000000000e+04 1.920772045850753784e-01 3.269893527030944824e-01 1.925609558820724487e-01 2.207765579223632812e-01 2.377075329422950745e-02 1.649313420057296753e-02 9.853410124778747559e-01 1.044437289237976074e+00 3.074700593948364258e+00 1.920772045850753784e-01 3.269893527030944824e-01 1.925609558820724487e-01 2.207765579223632812e-01 2.377075329422950745e-02 1.649313420057296753e-02 9.853410124778747559e-01 1.044437289237976074e+00 3.074700593948364258e+00
1.300000000000000000e+04 9.251475334167480469e-02 2.514415383338928223e-01 1.606474220752716064e-01 1.377176493406295776e-01 1.507664751261472702e-02 1.115828473120927811e-02 7.181808352470397949e-01 7.461645603179931641e-01 1.674732804298400879e+00 9.251475334167480469e-02 2.514415383338928223e-01 1.606474220752716064e-01 1.377176493406295776e-01 1.507664751261472702e-02 1.115828473120927811e-02 7.181808352470397949e-01 7.461645603179931641e-01 1.674732804298400879e+00
1.400000000000000000e+04 7.076410949230194092e-02 1.554614156484603882e-01 1.325855702161788940e-01 8.009223639965057373e-02 4.295220132917165756e-03 1.219178456813097000e-02 4.085859656333923340e-01 3.996082544326782227e-01 7.235192656517028809e-01 7.076410949230194092e-02 1.554614156484603882e-01 1.325855702161788940e-01 8.009223639965057373e-02 4.295220132917165756e-03 1.219178456813097000e-02 4.085859656333923340e-01 3.996082544326782227e-01 7.235192656517028809e-01
1.500000000000000000e+04 4.711912572383880615e-02 1.007818654179573059e-01 1.087059602141380310e-01 3.726826608180999756e-02 2.023462206125259399e-03 6.790913175791501999e-03 2.404340803623199463e-01 2.342048585414886475e-01 3.493293523788452148e-01 4.711912572383880615e-02 1.007818654179573059e-01 1.087059602141380310e-01 3.726826608180999756e-02 2.023462206125259399e-03 6.790913175791501999e-03 2.404340803623199463e-01 2.342048585414886475e-01 3.493293523788452148e-01
1.600000000000000000e+04 3.522408008575439453e-02 7.996364682912826538e-02 8.614310622215270996e-02 1.587117649614810944e-02 1.220453996211290359e-03 2.800057874992489815e-03 1.337787955999374390e-01 1.318703293800354004e-01 1.849798411130905151e-01 3.522408008575439453e-02 7.996364682912826538e-02 8.614310622215270996e-02 1.587117649614810944e-02 1.220453996211290359e-03 2.800057874992489815e-03 1.337787955999374390e-01 1.318703293800354004e-01 1.849798411130905151e-01
1.700000000000000000e+04 2.655874937772750854e-02 6.948053091764450073e-02 5.973994731903076172e-02 5.854064598679542542e-03 6.960838218219578266e-04 8.428427390754222870e-04 6.867036223411560059e-02 6.984901428222656250e-02 1.000406742095947266e-01 2.655874937772750854e-02 6.948053091764450073e-02 5.973994731903076172e-02 5.854064598679542542e-03 6.960838218219578266e-04 8.428427390754222870e-04 6.867036223411560059e-02 6.984901428222656250e-02 1.000406742095947266e-01
1.800000000000000000e+04 2.926963008940219879e-02 6.117789819836616516e-02 3.766719624400138855e-02 1.901757321320474148e-03 5.572123918682336807e-04 1.880170020740479231e-04 3.076599910855293274e-02 3.297571837902069092e-02 4.955821111798286438e-02 2.926963008940219879e-02 6.117789819836616516e-02 3.766719624400138855e-02 1.901757321320474148e-03 5.572123918682336807e-04 1.880170020740479231e-04 3.076599910855293274e-02 3.297571837902069092e-02 4.955821111798286438e-02
1.900000000000000000e+04 2.789286151528358459e-02 4.947033151984214783e-02 2.416582219302654266e-02 5.283751524984836578e-04 2.449459570925682783e-04 1.485910979681648314e-05 1.450684666633605957e-02 1.628888398408889771e-02 2.573289908468723297e-02 2.789286151528358459e-02 4.947033151984214783e-02 2.416582219302654266e-02 5.283751524984836578e-04 2.449459570925682783e-04 1.485910979681648314e-05 1.450684666633605957e-02 1.628888398408889771e-02 2.573289908468723297e-02
2.000000000000000000e+04 1.865700259804725647e-02 3.806179761886596680e-02 1.835802569985389709e-02 1.530785957584157586e-04 1.462538057239726186e-04 1.124630216509103775e-06 7.543216925114393234e-03 8.863741531968116760e-03 1.441286411136388779e-02 1.865700259804725647e-02 3.806179761886596680e-02 1.835802569985389709e-02 1.530785957584157586e-04 1.462538057239726186e-04 1.124630216509103775e-06 7.543216925114393234e-03 8.863741531968116760e-03 1.441286411136388779e-02
2.000000000000000000e+04 1.865700259804725647e-02 3.806179761886596680e-02 1.835802569985389709e-02 1.530785957584157586e-04 1.462538057239726186e-04 1.124630216509103775e-06 7.543216925114393234e-03 8.863741531968116760e-03 1.441286411136388779e-02 1.865700259804725647e-02 3.806179761886596680e-02 1.835802569985389709e-02 1.530785957584157586e-04 1.462538057239726186e-04 1.124630216509103775e-06 7.543216925114393234e-03 8.863741531968116760e-03 1.441286411136388779e-02
