# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 8.992956280708312988e-01 1.268579006195068359e+00 1.471063960343599319e-02 6.400000000000000000e+01 4.900000000000000000e+01 7.290000000000000000e+02 3.623437500000000000e+01 3.419896316528320312e+01 nan 8.992956280708312988e-01 1.268579006195068359e+00 1.471063960343599319e-02 6.400000000000000000e+01 4.900000000000000000e+01 7.290000000000000000e+02 3.623437500000000000e+01 3.419896316528320312e+01 nan
1.000000000000000000e+00 6.548511981964111328e-01 1.051164150238037109e+00 1.173395849764347076e-02 6.402507019042968750e+01 4.884437942504882812e+01 7.281821289062500000e+02 3.500209808349609375e+01 3.381647109985351562e+01 nan 6.548511981964111328e-01 1.051164150238037109e+00 1.173395849764347076e-02 6.402507019042968750e+01 4.884437942504882812e+01 7.281821289062500000e+02 3.500209808349609375e+01 3.381647109985351562e+01 nan
1.000000000000000000e+03 2.993030071258544922e+00 1.061546325683593750e+00 1.067995667457580566e+00 4.334568405151367188e+01 7.269799709320068359e-02 5.126835778355598450e-02 3.462612915039062500e+01 2.239255905151367188e+00 nan 2.993030071258544922e+00 1.061546325683593750e+00 1.067995667457580566e+00 4.334568405151367188e+01 7.269799709320068359e-02 5.126835778355598450e-02 3.462612915039062500e+01 2.239255905151367188e+00 nan
2.000000000000000000e+03 1.082252979278564453e+01 9.774654507637023926e-01 3.217979371547698975e-01 1.856739044189453125e+01 2.731777429580688477e-01 6.415398418903350830e-02 3.322274780273437500e+01 8.843114852905273438e+00 nan 1.082252979278564453e+01 9.774654507637023926e-01 3.217979371547698975e-01 1.856739044189453125e+01 2.731777429580688477e-01 6.415398418903350830e-02 3.322274780273437500e+01 8.843114852905273438e+00 nan
3.000000000000000000e+03 8.867173194885253906e+00 2.100445985794067383e+00 6.622861623764038086e-01 8.944669723510742188e+00 6.897597908973693848e-01 2.914259135723114014e-01 3.348340225219726562e+01 1.207545661926269531e+01 nan 8.867173194885253906e+00 2.100445985794067383e+00 6.622861623764038086e-01 8.944669723510742188e+00 6.897597908973693848e-01 2.914259135723114014e-01 3.348340225219726562e+01 1.207545661926269531e+01 nan
4.000000000000000000e+03 7.329334616661071777e-01 1.148413196206092834e-01 1.237443313002586365e-01 2.875073999166488647e-02 4.660763964056968689e-02 5.015451926738023758e-03 6.370173692703247070e-01 1.160622000694274902e+00 nan 7.329334616661071777e-01 1.148413196206092834e-01 1.237443313002586365e-01 2.875073999166488647e-02 4.660763964056968689e-02 5.015451926738023758e-03 6.370173692703247070e-01 1.160622000694274902e+00 nan
5.000000000000000000e+03 4.484228417277336121e-02 8.875265717506408691e-02 6.808530539274215698e-02 7.233033888041973114e-03 4.658417031168937683e-02 4.134039045311510563e-06 6.017204523086547852e-01 1.101544380187988281e+00 nan 4.484228417277336121e-02 8.875265717506408691e-02 6.808530539274215698e-02 7.233033888041973114e-03 4.658417031168937683e-02 4.134039045311510563e-06 6.017204523086547852e-01 1.101544380187988281e+00 nan
6.000000000000000000e+03 2.537588402628898621e-02 7.181480526924133301e-02 4.347466677427291870e-02 4.040420521050691605e-03 4.610949382185935974e-02 4.138975418754853308e-05 6.042155623435974121e-01 1.105456829071044922e+00 nan 2.537588402628898621e-02 7.181480526924133301e-02 4.347466677427291870e-02 4.040420521050691605e-03 4.610949382185935974e-02 4.138975418754853308e-05 6.042155623435974121e-01 1.105456829071044922e+00 nan
7.000000000000000000e+03 1.875395141541957855e-02 5.483568087220191956e-02 5.511873215436935425e-02 3.950961399823427200e-03 3.171336650848388672e-02 1.097639687941409647e-05 5.990862846374511719e-01 1.079729676246643066e+00 nan 1.875395141541957855e-02 5.483568087220191956e-02 5.511873215436935425e-02 3.950961399823427200e-03 3.171336650848388672e-02 1.097639687941409647e-05 5.990862846374511719e-01 1.079729676246643066e+00 nan
8.000000000000000000e+03 1.688490435481071472e-02 5.714139714837074280e-02 2.755459398031234741e-02 2.608897397294640541e-03 2.999250404536724091e-02 2.069364199996925890e-05 6.007115244865417480e-01 1.074850797653198242e+00 nan 1.688490435481071472e-02 5.714139714837074280e-02 2.755459398031234741e-02 2.608897397294640541e-03 2.999250404536724091e-02 2.069364199996925890e-05 6.007115244865417480e-01 1.074850797653198242e+00 nan
