0.000000000000000000e+00 1.000000000000000000e+00 9.999997615814208984e-01
5.050504952669143677e-02 9.519619345664978027e-01 9.481538534164428711e-01
1.010100990533828735e-01 9.085392355918884277e-01 8.963737487792968750e-01
1.515151560306549072e-01 8.692883253097534180e-01 8.481714725494384766e-01
2.020201981067657471e-01 8.338086009025573730e-01 8.055104017257690430e-01
2.525252401828765869e-01 8.017376065254211426e-01 7.687976956367492676e-01
3.030303120613098145e-01 7.727477550506591797e-01 7.374864816665649414e-01
3.535353541374206543e-01 7.465432882308959961e-01 7.106785178184509277e-01
4.040403962135314941e-01 7.228562831878662109e-01 6.874812841415405273e-01
4.545454680919647217e-01 7.014452219009399414e-01 6.671521067619323730e-01
5.050504803657531738e-01 6.820911169052124023e-01 6.491241455078125000e-01
5.555555820465087891e-01 6.645964980125427246e-01 6.329831480979919434e-01
6.060606241226196289e-01 6.487826704978942871e-01 6.184314489364624023e-01
6.565656661987304688e-01 6.344882845878601074e-01 6.052542924880981445e-01
7.070707082748413086e-01 6.215671896934509277e-01 5.932928323745727539e-01
7.575757503509521484e-01 6.098874211311340332e-01 5.824247002601623535e-01
8.080807924270629883e-01 5.993298888206481934e-01 5.725500583648681641e-01
8.585858345031738281e-01 5.897866487503051758e-01 5.635839700698852539e-01
9.090909361839294434e-01 5.811603069305419922e-01 5.554504394531250000e-01
9.595959782600402832e-01 5.733627080917358398e-01 5.480798482894897461e-01
1.010100960731506348e+00 5.663143396377563477e-01 5.414074063301086426e-01
1.060606002807617188e+00 5.599431395530700684e-01 5.353723764419555664e-01
1.111111164093017578e+00 5.541840195655822754e-01 5.299177169799804688e-01
1.161616206169128418e+00 5.489782094955444336e-01 5.249905586242675781e-01
1.212121248245239258e+00 5.442726016044616699e-01 5.205413699150085449e-01
1.262626290321350098e+00 5.400190353393554688e-01 5.165247917175292969e-01
1.313131332397460938e+00 5.361741781234741211e-01 5.128989219665527344e-01
1.363636374473571777e+00 5.326987504959106445e-01 5.096257328987121582e-01
1.414141416549682617e+00 5.295571088790893555e-01 5.066702961921691895e-01
1.464646458625793457e+00 5.267174243927001953e-01 5.040013790130615234e-01
1.515151500701904297e+00 5.241504907608032227e-01 5.015903115272521973e-01
1.565656542778015137e+00 5.218302011489868164e-01 4.994115233421325684e-01
1.616161584854125977e+00 5.197328329086303711e-01 4.974419772624969482e-01
1.666666626930236816e+00 5.178370475769042969e-01 4.956609606742858887e-01
1.717171669006347656e+00 5.161232948303222656e-01 4.940498471260070801e-01
1.767676711082458496e+00 5.145742297172546387e-01 4.925918579101562500e-01
1.818181872367858887e+00 5.131739974021911621e-01 4.912723004817962646e-01
1.868686914443969727e+00 5.119082927703857422e-01 4.900774359703063965e-01
1.919191956520080566e+00 5.107641816139221191e-01 4.889952540397644043e-01
1.969696998596191406e+00 5.097299814224243164e-01 4.880151152610778809e-01
2.020201921463012695e+00 5.087951421737670898e-01 4.871271848678588867e-01
2.070707082748413086e+00 5.079501867294311523e-01 4.863225817680358887e-01
2.121212005615234375e+00 5.071863532066345215e-01 4.855937063694000244e-01
2.171717166900634766e+00 5.064958930015563965e-01 4.849332869052886963e-01
2.222222328186035156e+00 5.058718323707580566e-01 4.843350946903228760e-01
2.272727251052856445e+00 5.053076744079589844e-01 4.837933182716369629e-01
2.323232412338256836e+00 5.047977566719055176e-01 4.833026230335235596e-01
2.373737335205078125e+00 5.043367743492126465e-01 4.828585684299468994e-01
2.424242496490478516e+00 5.039201378822326660e-01 4.824566841125488281e-01
2.474747419357299805e+00 5.035434961318969727e-01 4.820931851863861084e-01
2.525252580642700195e+00 5.032030344009399414e-01 4.817645549774169922e-01
2.575757503509521484e+00 5.028952956199645996e-01 4.814677238464355469e-01
2.626262664794921875e+00 5.026171803474426270e-01 4.811997413635253906e-01
2.676767587661743164e+00 5.023657083511352539e-01 4.809579849243164062e-01
2.727272748947143555e+00 5.021384358406066895e-01 4.807400107383728027e-01
2.777777671813964844e+00 5.019329786300659180e-01 4.805437624454498291e-01
2.828282833099365234e+00 5.017472505569458008e-01 4.803673326969146729e-01
2.878787994384765625e+00 5.015794038772583008e-01 4.802086949348449707e-01
2.929292917251586914e+00 5.014276504516601562e-01 4.800662398338317871e-01
2.979798078536987305e+00 5.012904405593872070e-01 4.799385666847229004e-01
3.030303001403808594e+00 5.011665225028991699e-01 4.798243343830108643e-01
3.080808162689208984e+00 5.010544657707214355e-01 4.797222614288330078e-01
3.131313085556030273e+00 5.009530782699584961e-01 4.796310663223266602e-01
3.181818246841430664e+00 5.008615851402282715e-01 4.795498549938201904e-01
3.232323169708251953e+00 5.007787942886352539e-01 4.794776141643524170e-01
3.282828330993652344e+00 5.007039308547973633e-01 4.794133901596069336e-01
3.333333253860473633e+00 5.006362795829772949e-01 4.793565571308135986e-01
3.383838415145874023e+00 5.005751848220825195e-01 4.793061614036560059e-01
