# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 9.660444855690002441e-01 5.853678565472364426e-03 9.513844251632690430e-01 5.853678565472364426e-03
1.000000000000000000e+03 1.570744207128882408e-04 2.811691025272011757e-03 1.143896515714004636e-04 2.811691025272011757e-03
2.000000000000000000e+03 1.534672628622502089e-04 2.190613420680165291e-03 1.120528613682836294e-04 2.190613420680165291e-03
3.000000000000000000e+03 2.560612920206040144e-04 1.633709645830094814e-03 1.791836839402094483e-04 1.633709645830094814e-03
4.000000000000000000e+03 2.015437203226611018e-04 1.070919097401201725e-03 1.245478342752903700e-04 1.070919097401201725e-03
5.000000000000000000e+03 2.666524087544530630e-04 5.591545486822724342e-04 2.361287624808028340e-04 5.591545486822724342e-04
6.000000000000000000e+03 1.262732985196635127e-04 3.579768526833504438e-04 1.129485754063352942e-04 3.579768526833504438e-04
7.000000000000000000e+03 7.831460243323817849e-05 2.451198233757168055e-04 5.775921454187482595e-05 2.451198233757168055e-04
8.000000000000000000e+03 5.926365702180191875e-05 1.985472481464967132e-04 4.495124085224233568e-05 1.985472481464967132e-04
9.000000000000000000e+03 1.547246210975572467e-04 1.835608854889869690e-04 1.377996231894940138e-04 1.835608854889869690e-04
1.000000000000000000e+04 3.740937609109096229e-05 1.467994879931211472e-04 3.042490970983635634e-05 1.467994879931211472e-04
1.100000000000000000e+04 3.277130599599331617e-05 1.398987951688468456e-04 2.801454138534609228e-05 1.398987951688468456e-04
1.200000000000000000e+04 3.444850517553277314e-05 1.357607834506779909e-04 3.013173773069866002e-05 1.357607834506779909e-04
1.300000000000000000e+04 2.511039747332688421e-05 1.272617955692112446e-04 2.139377829735167325e-05 1.272617955692112446e-04
1.400000000000000000e+04 3.610164640122093260e-05 1.345603668596595526e-04 3.750335235963575542e-05 1.345603668596595526e-04
1.500000000000000000e+04 1.312587701249867678e-04 1.330810773652046919e-04 1.140312961069867015e-04 1.330810773652046919e-04
1.600000000000000000e+04 1.344198972219601274e-04 1.237138203578069806e-04 1.346594508504495025e-04 1.237138203578069806e-04
1.700000000000000000e+04 2.097224387398455292e-05 1.190696129924617708e-04 1.941594564414117485e-05 1.190696129924617708e-04
1.800000000000000000e+04 3.189058916177600622e-04 1.303068274864926934e-04 3.268769651185721159e-04 1.303068274864926934e-04
1.900000000000000000e+04 1.773204348864965141e-05 1.113807884394191206e-04 1.546323255752213299e-05 1.113807884394191206e-04
2.000000000000000000e+04 4.305143011151812971e-05 1.130831951741129160e-04 4.154840280534699559e-05 1.130831951741129160e-04
2.100000000000000000e+04 1.321642776019871235e-04 1.139508312917314470e-04 1.210011905641295016e-04 1.139508312917314470e-04
2.200000000000000000e+04 2.262207453895825893e-05 1.060624272213317454e-04 2.112096990458667278e-05 1.060624272213317454e-04
2.300000000000000000e+04 1.553516267449595034e-05 1.047949626808986068e-04 1.418169631506316364e-05 1.047949626808986068e-04
2.400000000000000000e+04 1.732189775793813169e-05 1.028769183903932571e-04 1.455137044104048982e-05 1.028769183903932571e-04
2.500000000000000000e+04 5.276460069580934942e-05 1.009503321256488562e-04 5.172921373741701245e-05 1.009503321256488562e-04
2.600000000000000000e+04 3.179364284733310342e-05 1.036368557834066451e-04 3.335361543577164412e-05 1.036368557834066451e-04
